polarity,text
1,@Daminando I'm from Duisburg.  DÃ¼sseldorf is fairly close. Yes it's really funny! I'm going to bed and read something now. ;) Sweet dreams
1,@Tyrese4Real your the sexiest man alive 
0," This truly is annoying! I go online at 9:58pm and he has to leave for class at 10pm (10pm our time, 10am his) Sucks lorrrrrrxsz!!!!!"
0,"Yeah me too, it will be ten here but I'm tired already. Neighbors dog kept me up half the night. "
1,watchin Alabama and Arizona State game... Alabama put in a pinch hitter and she hit a GRANDSLAM!!! wohoo go Alabama 
0,"Going now.  I have to be early for school. Advanced goodnight, loves. &lt;3"
0,I wanna be a rock star..but now I'm a normal person  HAHA
1,going to see angels and deamons  best day with millie &amp; rajeena
0,had much too much coffee at work and can't sleep 
0,"learning more dressage today , but then i've got to go to work "
0,"So Tired, Art Exam Tomorrow...studying "
1,FINALLY got our warped ticketsssss 
0,@lokiitov lol I'm just gonna ram them in.. Hopefully I don't bleed like I did last time  lol!!! Too much info sorry xD
0,feels like ive had the worst day ever and also feel like i'm overreacting... 
1,@simon_J_ward Thats alright &amp; thanks  I try my best!  Hope all's well with ya!
1,"So tired haha. I feel like I got an hour of sleep, but that's okay. "
0,does not understand the concept of twitter at all !  and is absolutely confused
0,thinking about moving jus dnt wnt to leave my boo. 
1,I'm sooo enjoyin my life right now; I am sooo blessed 
1,"your beautiful babeeey, and dont you ever forget that "
0,@Sugahill sorry but i didnt even notice the ketchup 
0,At work bored!! 
1,Outside working in the garden office 
0,"@isalou no there sister club in execter...  spend the day putting posters up allll over town. lol lame! didnt get paid, just free booze"
1,I'm Having a Baby Girl! (In the next 17 Days!) I think I'm gonna keep this handy  http://budurl.com/f9p5 Funny Stuff!
0,@SuburbanTurmoil I'm really jealous. Look at all the comments she's got! She must be better than me 
0,I'm sad. Why?? I don't want to leave my bedroom. 
1,"my 1st twit for today,..and maybe it's the last one before going to sleep. Not productive!  "
0,@katielive105 It's sunny and warm out here. I'm pissed I gotta work  Get out of da hood (CV) and come kick it in Snobbyville (WC) LOL
0, maybe my mom could drop me off 
0,Just left Pawnee but didn't want to   On to the STL
1,"yerp yerp, on msn and myspace. i think more people should have twitter "
1,@crazycool2009 LOL kk  your a cuteeeh
1,@GV_ .... but arent you a hippie on acid now?  &lt;3
1,Hmm. Might try this out for tomorrow.  http://bit.ly/u5rAC
0,Saddened that a Cowboys staffer now faces life paralyzed. My prayers go out to that man and his family 
0,@cheller_beams i have no comeback 
1,Technology is: Being able to install software on your eeePC from the cd rom drive of your laptop. 
1,@johnsknave You know you want one!  You know you are going to start building one in the shop in NM eventually 
1,deciding what to wear .. 
0,@nkotb I miss Twisted  But thanks for the great show!
1,@bustyrockets Lol.. Phew.. Message to brain.. Read tweets more carefully 
1,@michaelpasaoa LOL yeah I got it! But I ended up trading an AT&amp;T curve for a TMobile one 
0,ewww back to work 
0,@antdeshawn LoL... I've been good just workin... &amp; yea i got ripped(white ppls slang) last night... &amp; now i'm back 2 work 2day... 
0,@chrishasboobs awh omg chris!!!  *hug* i would totally hang out with you
0,@LuisferC you don't even talk to me in msn anymore  good luck in the English Final exam (yn)
0,@ms_cornwall NOPE !    It is pissing down with rain here 
1,Can't wait to hear from the critter about her awesome day at the pool! 
0,i cant sleep for the life of me.. 
0,sun aint shining no more! tired and got work soon 
0,Sometimes my razor hates my skin 
1,"@ShazGV yea &amp; in another one my school burnt down   idk, they were one of the first things i thought of when i woke xD"
1,"@lozzie182 hey im good thanks  The weather has given me hope of a warmer day off tomorrow  just finishing my essay, hows you? x"
0,Everyone is too busy for me. 
1,@popgoesthequest yes!! Bride Wars was awesome!! 
0,Just heard some shocking news at work. This is bad 
0,wants python-like decorators in php 
1,@richardlai a picture of the back of the iPhone  but I think it only seemed like a good idea due to sleep deprivation...
0,Shattered after a day of walking 
0,US vs Brazil - Confederations Cup.... too painful to watch 
0,@M_B_C_FEEHILY heyyy! how are you today? aw its raining here too!  lol...
1,#myweakness @iAmCarmeLaFlare i DEF agree guys w. NY accents 
1,"@mccombs1 so youre going to vote for slimey cameron?  i've been reading up on green, and in MEP terms, i think they've done a good job."
1,hello world ..be stoned in front of my computer 
0,@bluedevilmsn that stinks. 
1,@MuseTerpsichore - Flight prices are killer but don't give up! If you want to go to San Fran you should go! We will find a way!!! 
0,We had a very bad thunderstorm and it rained so much!  My bedroom was flooded!  
1,The real countdown begins - 5 days to go before we travel  One continent but so many cities !!!
0,@AquaRebel315 aww I bet  hugs!!!
0, Just had my penis shortened
0,"Awwww, nuggets! @TonyKanaan is done for the day  His car is billowing smoke. #indycar"
1,@dewaynia well your right again lol. Not me though 
1,Goes to sierra tomorrow to get her classes... I feel like a grown up  haha.
0,no milk! NO FRUIT!  i guess i'll have to get them 
1,just got home from hanging out with my friends  6 guys honked their horns at us when we were walking down the street!
1,"Diversity sooo have to win! They are bloody amazing, so so clever and so so talented!  &lt;3"
1,"The party's over, everything is cleaned up.  Had great fun with friends and family.  Now it is time for bed!  Good night all "
1,@iiLoveJBxOx but there're brothers 
1,@mikedeanellis - way to go! 
0,I still can't sleep and I have to get up in like 3 hours... 
0,Goodnight to an amazing day. Minus the fact that I can't get dave tickets 
0,"Received latest edition of the Bible Study Magazine (May/June 2009), unfortunately haven't enjoyed previous editions as much as I'd like. "
1,"@EmperorNorton awwww, well, hmmm....since ya put it THAT way! ok, I'll work on it. perhaps this weekend "
0,I neeeed to cut me nails 
1,@brado86 number of tweets compared to number of seconds since epoch.. 
0,Benjamin Button is so sad 
0,@FinallyPJ I love that show  It's so sad that it's ending.
1,"@TheWinterSounds Charlottesville, Chapel Hill, DC! But I think you already knew that...  SO EXCITED!"
1,"@1QueenofRock Food is a great aphrodisiac, apparently it's working with you. *Mental note: talk about food "
1,"@justin_foster Thanks Justin, you too "
0,@summer company session listening to  owner of savior-faire speak about etiquette. &quot;avoid emoticons&quot; 
0,"@FunnyMonkie poor Jenny, she is confused...  .....a lot. heheh"
0,booo i have to go to work... 
1,"@DavidArchie wohoo David, hows your day ?  Im your fans from Indonesia  so when will you come to Indonesia? I'll be waiting for that hhe"
1,Done with my last class of my first year of college! Only 4 finals away from summer 
0,sorry if i offended the 1 follower who just unfollowed me 
1,@SamanthaHunter @jenniholbrook I heartily agree about Jenni dragging you to the Mini Con. I'd love it if you went. 
0,@mfsoccer94 It was a serious question 
1,@dougiemcfly good morning dougie and tom. how are you today? 
0,Should nott be up this early  fuckk me
0,"@30SECONDSTOMARS ohoh i missed all ur tweets  im gonna have to stay awake all night to see the announcement now, damn time difference"
0,"The timber has arrived, tough work lifting it from street into garage.  If the weather gets better I might be complete in June #fb"
1,"@RawLouLou Just hard enough. How's that? ;) Today we have appointments, so on those days, it balances out the work.  My day is great 2!"
1,Dinner in itself may have been so so but family time was great! We laughed so hard and had the best time 
1,is bored!! had a nice lazy day in the sunshine 
0,hahahaha this computer hates me 
0,@thrivingivory When are you going on? I def way to see y'all but i might be a little late 
1,"@markhoppus  hey mark!!  so glad to see you guys all back together   seen youse when you played newcastle arena , england, great show!! "
1,"benadryl is good stuff, should be down in no time  "
0,"Think I might need to hard reset my 5800, every bloody browser i have on it crashes "
0,"@verflucht I'm thrilled, but my ungeeky radar tells me that i'm not entirely sure what a retweet is - is it a 'Look who said this' thing? "
0,"no one's tweeting D: ahh well, i'm off to bed, travelling takes it out of me, town tomorrow aswell so can't lie in "
1,"@beecee Oh don't be like that, there are millions of Friends fans out there... PIVOT, PIVOT! Still cracks me up bigtime "
0,Check out: &quot;'Real Genius' house of overflowing popcorn myth busted  | PopWatch Blog | EW.com&quot; (http://twitthis.com/v7bko2)
1,"#FF The first part of her bio caught my attention, I'm still working on the details  @ChitaHearse"
1,. . Waitin for a cab outside chalk farm station. . Seein lots of yout dem rockin @tinchystryder S.I.T.H Tee's 
1,@ShannaMoakler please go watch hangover too funny but if you are with the little ones watch land of the lost  enjoy the day!
1,@Daydreamer1984 He explains the tailer better 
0,@tommcfly back to England? South America will miss you  please come back soon
1,Wow!  Lots of craziness @ work today!  Go figure 
1,I was supposed to be grounded... GUESS NOT 
0,"am planning on going to sleep early, too tired to do any work "
0,Why do people insist on ringing my doorbell at 4am on Saturday mornings? This is not the first time. It's so obnoxious. I'm tired. 
0,There's literally no food in my house. Ok not literally. But I'm craving eggs and as don't have any 
1,In class till 12  wishing the rain would go away!!
1,@boilerfan_98 I think you're catching coming down w/ something...better take precaution &amp; take the rest of the day off...go get em girl! 
1,@soully loved it  makes me want to watch the film again! Dreaming of Vincent Gallo...
0,"@Nadinelicious ... Oh I would love that!! But no, I have to be back Aug 9th and classes starts 2 weeks after I guess "
0,damn its 545 am and i cant sleep. I hate this  I need to get my blood work done today too
0,"Argh, an IM app quitting in the middle of a conversation isn't fun. "
1,got asked out on a date  soo nervous
1,@asundaysmile5 i'll give you a sunday smile 
0,I'm off to bed  .... early mornings are killling meeeee!!!
0,Does anyone know how to write up a CV/Resume?  I'd appreciate the helpo.
0,@XaviV I have the flu!!! 
0,At my first even sneaker friendly event 09...About to get this money in!!! Damn where my girls at!!!!! 
1,@juicystar007 wow blair  can you do a room tour when your finished?
1,Birthday party for niece then allies and them the mall with her and some other people  text me
0,Feeling molested by my doctor 
0,"&quot;Shemar Moore said I'm doing the Crip Walk, I shouldve smeared off his lip gloss&quot;- Quik.....Shemar is really a sweetheart though "
0,"Early am struggling with pc struck by trojan, Generic PWS.y!w "
1,just finished breakfast  time to clean
0,watching the Jackson movie...Shad is sleeping. I'm bored &amp; lonely 
0,"I got most of my gardening done this weekend, but I didn't get to spend any time on my photography "
1,heading out to philly to the Please Touch Museum.   Free admission to museums for Bank of America cardholders first weekend of the month!
1,one two tree fo...ive watched this 10 times. laughed so loudly that it hurts.  http://tinyurl.com/3bj65w
1,@sasha12900 Its cute Sasha! 
0,I've been suspended.  I didn't do anything.  http://twitpic.com/6p880
1,my private twilight zone  http://bit.ly/qRC4M
0,"@vinny_vegas dude, i love you, stealing oneal and syg. I dont wanna wait 4 days to see you guys. "
1,Goin to eat mexican (yummmm) then gonna go see UP!.....omg sooo excited 
1,shower then foooooood 
0,@AsyaMonet OMG  im sorry i hope everyones ok
1,@T_H_F You're welcome... I guess...   Do let me know what it is.
0,Last day of summer 
0,@peterfacinelli I cant believe David Carradine is dead. That sucks. -- ditto 
1,@electricthroat weird... us toooo! haha you better put your drinking shoes on!! 
1,@RhapsodyRebecca The fact that you're not working Sunday makes my life suck. Lol. Hope your weekend gets better. 
0,"Dont want more than u can handle, the rest just goez to waste  2 mny ppl in need right now !"
0,"I slept like a baby, didn't hear a thing! Storm damages  #AnkenyLife #Storm http://twitpic.com/7panz"
1,took the big kids to City Park. Grabbed Sno-Balls on the way home. Oh yeah! Sour Apple 
